dimension,w_statistic,p_value,p_value_bonferroni,p_value_bh
224,150785.0,1.3195953940951408e-27,1.0134492626650681e-24,2.87096108403702e-27
225,189585.0,3.1254078684751514e-11,2.400313242988916e-08,4.781500484041666e-11
226,188742.0,1.6641209711913902e-11,1.2780449058749878e-08,2.56121223622242e-11
227,190366.0,5.562413363791608e-11,4.2719334633919545e-08,8.442556251762757e-11
228,115778.0,4.822874552719502e-49,3.703967656488577e-46,1.6389237418091054e-48
229,119804.0,2.9609214214408786e-46,2.2739876516665948e-43,9.71789594729314e-46
230,198785.0,1.7660544800828996e-08,1.3563298407036669e-05,2.5351959639320875e-08
231,221932.0,0.0019367958392551724,1.0,0.002349856563266939
232,210463.0,1.329568120901964e-05,0.010211083168527084,1.733630419104768e-05
233,198337.0,1.3272233825327205e-08,1.0193075577851293e-05,1.9305067382294114e-08
234,225564.0,0.006888452839824672,1.0,0.008076842413718088
235,151545.0,3.277796965287467e-27,2.5173480693407746e-24,7.012111613762603e-27
236,70270.0,2.1120924833197398e-86,1.62208702718956e-83,1.5159691842893087e-85
237,95373.0,1.8222297556586133e-64,1.3994724523458151e-61,7.996985441976086e-64
238,225401.0,0.006527566052361927,1.0,0.0076771374092097396
239,210672.0,1.4755721964994692e-05,0.011332394469115922,1.917494834029767e-05
240,186300.0,2.5574009073180157e-12,1.964083896820236e-09,4.00017086928765e-12
241,47269.0,2.260712628961464e-109,1.7362272990424044e-106,3.338898652004624e-108
242,104244.0,1.7011866805502e-57,1.3065113706625537e-54,6.769488967163491e-57
243,173975.0,6.870004197881251e-17,5.2761632239728004e-14,1.1937020868716742e-16
244,111189.0,2.5286558917210622e-52,1.9420077248417758e-49,9.203828079818843e-52
245,218791.0,0.0005740703619600685,0.44088603798533255,0.0007168878666428172
246,95984.0,5.672369361691514e-64,4.356379669779083e-61,2.461231451852589e-63
247,39906.0,2.633601043924339e-117,2.0226056017338924e-114,4.4946791149642056e-116
248,125371.0,1.543305617666727e-42,1.1852587143680465e-39,4.760075158104604e-42
249,149690.0,3.5146561318065866e-28,2.6992559092274584e-25,7.7121597406498815e-28
250,114438.0,5.453734685950285e-50,4.1884682388098183e-47,1.9038491994590084e-49
251,217521.0,0.0003401971022602957,0.2612713745359071,0.0004276127242813537
252,93221.0,3.222728812951291e-66,2.475055728346591e-63,1.4820692984111326e-65
